Image URL,Title,Article URL,Content,Date,Comments,Read Time,number_of_birders,number_of_observations,number_of_lists,number_of_species,number_of_unique_lists_with_media,names_of_birders,winner_name,how_was_winner_chosen,location_of_challenge,checklist_requirements,extra_condition,tips_or_important_points,bird_species_mentioned
https://birdcount.in/wp-content/uploads/2024/12/Alpine-Accentor-by-Rima-Dhillon-870x673.jpg,January 2025 eBirding Challenge,https://birdcount.in/jan25-challenge/,"Upload at least 31 complete checklists, with at least 2 checklists from 2 different wetlands..","Dec 30, 2024",2 Comments,1 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/12/Grey-hooded-Warbler-by-Guy-Tremblay-870x619.jpg,November 2024 eBirders of the Month,https://birdcount.in/nov24-ebirders/,Congratulations to the 99 eBirders who met the November 2024 eBird challenge for India! Special congratulations to Tejas Natu for winning this challenge.,"Dec 19, 2024",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/11/Orange-headed-Thrush-by-Bindu-Mohan.jpeg,December 2024 eBirding Challenge,https://birdcount.in/dec24-challenge/,"Hello Everyone,","Dec 1, 2024",3 Comments,1 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/11/Bluethroat-by-Samim-Akhter-870x579.jpeg,October 2024 eBirders of the Month,https://birdcount.in/oct24-ebirders/,Congratulations to the 113 eBirders who met the October 2024 eBird challenge for India! Special congratulations to Vikrant Prabhulkar for winning this challenge.,"Nov 22, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/11/Marbled-Duck-by-Shekar-Vishvanath-870x653.jpeg,November 2024 eBirding Challenge,https://birdcount.in/nov24-challenge/,"November Challenge: Aim to upload at least 32 eligible lists! Heres the breakdown:
NNov 1-8: Upload at least 1 list per day
Nov 9-10: Upload at least 2 lists each day
Nov 11-30: Upload at least 1 list daily","Nov 1, 2024",2 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/10/Ruddy-Turnstone-by-Afsar-Nayakkan-870x561.jpeg,September 2024 eBirders of the Month,https://birdcount.in/sep24-ebirders/,Congratulations to the 178 eBirders who met the September 2024 eBird challenge for India! Special congratulations to the bonus challenge winners!,"Oct 25, 2024",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/10/Broad-billed-Sandpiper-by-Mohith-Shenoy-870x621.jpeg,August 2024 eBirders of the Month,https://birdcount.in/aug24-ebirders/,Congratulations to the 133 eBirders who met the August 2024 eBird challenge for India!,"Oct 3, 2024",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/09/Rusty-tailed-Flycatcher-by-Hemant-Kirola-870x542.jpeg,October 2024 eBirding Challenge,https://birdcount.in/oct24-challenge/,"October challenge is to upload a minimum of 30 eligible* lists, with a specific requirement to upload at least 4 out of these 30 lists on 12th October.","Sep 30, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/08/Bank-Myna-by-Amee-Vyas-870x567.jpeg,September 2024 eBirding Challenge,https://birdcount.in/sept24-challenge/,"This September, record birds and butterflies!","Aug 31, 2024",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/08/Grey-fronted-Green-Pigeon-by-Kakul-Paul-870x581.jpeg,July 2024 eBirders of the Month,https://birdcount.in/jul24-ebirders/,Congratulations to the 93 eBirders who met the July 2024 eBird challenge for India!,"Aug 27, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/07/Indian-White-eye-by-Vikram-S-870x580.jpeg,August 2024 eBirding Challenge,https://birdcount.in/aug24-challenge/,"This August, upload at least 20 eBird lists from the same location.","Jul 30, 2024",7 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/07/green-billed-malkoha-by-Parthasarathi-Chakrabarti-870x580.jpeg,June 2024 eBirders of the Month,https://birdcount.in/jun24-ebirders/,Congratulations to the 267 eBirders who met the June 2024 eBird challenge for India!,"Jul 24, 2024",1 Comment,4 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/06/2400-1_1024x683-870x580.jpeg,July 2024 eBirding Challenge,https://birdcount.in/jul24-challenge/,eBird India challenge for July is to upload 31 eligible lists (1 list a day)..,"Jun 29, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/06/Stork-billed-Kingfisher-by-Novelkumar-M-S-870x575.jpeg,May 2024 eBirders of the Month,https://birdcount.in/may24-ebirders/,Congratulations to Anish Bera who receives a signed copy of At the feet of Living Things as a small gift in appreciation.,"Jun 24, 2024",4 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/05/Hodgsons-Hawk-Cuckoo-by-Garima-Bhatia-870x653.jpg,June 2024 eBirding Challenge,https://birdcount.in/jun24-challenge/,"This June, upload 25 eligible* checklists, with at least three of them containing a brood-parasitic cuckoo.","May 31, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/05/Ashy-Prinia-by-Neeraja-V.jpeg,April 2024 eBirders of the Month,https://birdcount.in/apr24-ebirders/,Congratulations to Madhavi Babtiwale  who receives a signed copy of Women in the Wild by Anita Mani as a small gift in appreciation.,"May 21, 2024",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/04/Red-tailed-Minla-by-Rahul-Kaushik-870x489.jpg,May 2024 eBirding Challenge,https://birdcount.in/may24-challenge/,Challenge for May is to compile at least 32 eligible checklists...,"Apr 30, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/04/Maroon-Oriole-by-Giri-Tirumale-870x579.jpg,March 2024 eBirders of the Month,https://birdcount.in/mar24-ebirders/,Congratulations to Karthikeyan R who receives a signed copy of The Living Air by Aasheesh Pittie as a small gift in appreciation.,"Apr 18, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2019/11/181653731-Siberian-Stonechat-Manujla-Desai-870x580.jpg,April 2024 eBirding Challenge,https://birdcount.in/apr24-challenge/,Upload 15 or more rated photos or audio recordings to your April 2024 checklists..,"Mar 31, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/03/grethikne_Yash-Kothiala-870x580.jpeg,February 2024 eBirders of the Month,https://birdcount.in/feb24-ebirders/,"Congratulations to Karthikeyan R, who will receive a signed copy of 'The Living Air' by Aasheesh Pittie","Mar 21, 2024",7 Comments,7 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/02/2400-5_909x682-870x653.jpeg,March 2024 eBirding Challenge,https://birdcount.in/mar24-challenge/,The challenge for March is to upload at least 31 eligible lists* out of which 2 should be from 2 different hotspots visited before,"Feb 29, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/02/ultmarfly_Gowri-Shankar-S-870x653.jpeg,January 2024 eBirders of the Month,https://birdcount.in/jan24-ebirders/,"Before moving on to the results for the monthly challenges, here is a brief glimpse of birding in January by the numbers (with the previous month in brackets). No. of birders: 7,186 (6,669) Number of observations: (14.2 lakh) Number of lists (all types): 75,646...","Feb 27, 2024",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/01/2400-3_1024x624-870x530.jpeg,February 2024 eBirding Challenge,https://birdcount.in/feb24-challenge/,Upload a total of 40 lists with at least 20 lists during GBBC dates and rest spread throughout the other days of Feb,"Feb 1, 2024",0 Comments,1 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2024/01/Indian-Nightjar-by-Jageshwer-verma-870x579.jpeg,December 2023 eBirders of the Month,https://birdcount.in/dec23-ebirders/,The challenge for December was to upload a minimum of 30 lists with at least 5 lists with 1 or more media. A total of 128 birders met the target!,"Jan 20, 2024",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/12/Purple-Heron-by-Abhishek-Das-870x554.jpg,January 2024 eBirding Challenge,https://birdcount.in/jan24-challenge/,"This January, upload 30 lists, of which two are from two different wetlands.","Dec 29, 2023",0 Comments,1 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/12/Oriental-Dollarbird-by-Abhishek-Das-870x534.jpg,November 2023 eBirders of the Month,https://birdcount.in/nov23-ebirders/,The challenge for November was  to upload a total of thirty-six lists in a certain way. A total of 36 birders met the target!,"Dec 20, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/12/425125751_chetaimin_parmil-kumar-870x544.jpeg,December 2023 eBirding Challenge,https://birdcount.in/dec23-challenge/,The challenge is to post at least 30 lists and to augment them with media (photographs/ sound recordings).,"Dec 1, 2023",1 Comment,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/11/227858801_fircaptit-870x644.jpeg,October 2023 eBirders of the Month,https://birdcount.in/oct23-ebirders/,The challenge for October  was to upload 40 eligible* lists. A total of 80 birders met the target!,"Nov 20, 2023",2 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/10/150714851_whicolbla-870x579.jpeg,November 2023 eBirding Challenge,https://birdcount.in/nov23-challenge/,"In most parts of India, November is a pleasant month with sunny days and cooler nights. Birders spend a lot of time outdoors looking for migrants that have arrived and settled down. This month is dedicated to celebrating renowned ornithologists and regional...","Oct 30, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/10/145577031_blu-cap-red-870x580.jpeg,September 2023 eBirders of the Month,https://birdcount.in/sept23-ebirders/,"The challenge for September was to upload 30 eligible* lists, with the goal of sharing at least 4 lists. A total of 119 birders met the target!","Oct 20, 2023",4 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/10/154110371_whiter-870x580.jpeg,August 2023 eBirders of the Month,https://birdcount.in/aug23-ebirders/,The challenge for August was to upload 20+ lists with behavior comments and breeding codes . A total of 25 birders met the target!,"Oct 2, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/09/182425021_cinbit-870x497.jpeg,October 2023 eBirding Challenge,https://birdcount.in/oct23-challenge/,"The challenge for this month is to upload a minimum of 40 lists, with a specific requirement to upload at least 5 out of these 40 lists on 14th October.","Sep 28, 2023",1 Comment,1 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/08/376929681_eurspo-870x561.jpg,September 2023 eBirding Challenge,https://birdcount.in/sep23-challenge/,"This month's challenge is to upload a minimum of 30 eligible* lists, with the goal of sharing at least 4 out of these 30 lists with fellow eBirders.","Aug 31, 2023",0 Comments,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/08/606180761_agbe_manju-sinha-870x674.jpg,July 2023 eBirders of the Month,https://birdcount.in/jul23-ebirders/,The challenge for July was to upload at least one list per day all through the month. Congratulations to all the 76 birders who met the target!,"Aug 24, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2022/07/2400-btbe_1023x682-870x580.jpeg,August 2023 eBirding Challenge,https://birdcount.in/aug23-challenge/,"eBird-India monthly challenge for August is to upload 20 or more eligible lists containing at least one species with comments on its behaviour. In addition to this, any 10 lists among the 20 should have at least one breeding code.","Jul 31, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/07/429579451_vicu-870x652.jpg,June 2023 eBirders of the Month,https://birdcount.in/jun23-ebirders/,"The challenge for June was to upload 30 checklists, with at least five of them containing a brood-parasitic cuckoo. A total of 179 birders met the target!","Jul 21, 2023",1 Comment,3 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/06/359779531_drongo-870x580.jpg,July 2023 eBirding Challenge,https://birdcount.in/jul23-challenge/,"eBird-India's July challenge is to upload at least one list per day all through the month. Each list should be complete, of at least 15 mins duration, and with no Xs.","Jun 30, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/06/2400-8_1023x682-870x580.jpg,May 2023 eBirders of the Month,https://birdcount.in/may23-ebirders/,The challenge for May was to aggregate 34 checklists in a certain way. A total of 59 birders met the target!,"Jun 19, 2023",2 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/05/552023901-lecu-870x579.jpeg,June 2023 eBirding Challenge,https://birdcount.in/jun23-challenge/,"eBird-India challenge for June is to submit minimum of 30 checklists, with at least five of them containing a brood-parasitic cuckoo.","May 30, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/05/444674311_plre-870x579.jpeg,April 2023 eBirders of the Month,https://birdcount.in/apr23-ebirders/,The challenge for April was to upload 20 or more rated photos or audio recordings to your April 2023 checklists.  A total of 105 birders met the target!,"May 22, 2023",0 Comments,2 min read,,,,,,,,,,,,,
https://birdcount.in/wp-content/uploads/2023/04/Eurasian-Wren-by-Rajkumar-Das-870x580.jpeg,May 2023 eBirding Challenge,https://birdcount.in/may23-challenge/,"Though the soaring temperatures in May might make you uncomfortable going out birding it's still one of the best times of the year to watch breeding behaviour. There are also 3 one-day events happening in May Endemic Bird Day, Himalayan Bird Count and Global Big...","May 1, 2023",0 Comments,2 min read,,,,,,,,,,,,,
